ev,evGol,dep,depGol
BESIKTAS,5,GÖZTEPE A.Ş.,1
KONYASPOR,5,SIVASSPOR,0
ALANYASPOR,3,TELESET MOBİLYA AKHİSARSPOR,1
BURSASPOR,0,KASIMPASA A.Ş.,1
FENERBAHCE,2,OSMANLISPOR FUTBOL KULÜBÜ,0
GENÇLERBİRLİĞİ,1,GALATASARAY,0
TELESET MOBİLYA AKHİSARSPOR,0,BESIKTAS,3
KASIMPASA A.Ş.,2,KARDEMİR KARABÜKSPOR,0
EVKUR YENİ MALATYASPOR,1,ALANYASPOR,1
SIVASSPOR,1,FENERBAHCE,2
KAYSERISPOR,3,GENÇLERBİRLİĞİ,2
ANTALYASPOR,0,KONYASPOR,0
GÖZTEPE A.Ş.,2,BURSASPOR,1
GALATASARAY,2,BASAKSEHIR,0
OSMANLISPOR FUTBOL KULÜBÜ,3,TRABZONSPOR,3
BASAKSEHIR,3,KAYSERISPOR,1
GENÇLERBİRLİĞİ,0,OSMANLISPOR FUTBOL KULÜBÜ,3
KARDEMİR KARABÜKSPOR,1,BURSASPOR,4
TRABZONSPOR,0,SIVASSPOR,2
ALANYASPOR,2,GALATASARAY,3
KONYASPOR,2,KASIMPASA A.Ş.,0
TELESET MOBİLYA AKHİSARSPOR,1,GÖZTEPE A.Ş.,1
BESIKTAS,3,EVKUR YENİ MALATYASPOR,1
FENERBAHCE,4,ANTALYASPOR,1
GÖZTEPE A.Ş.,5,KARDEMİR KARABÜKSPOR,0
KAYSERISPOR,1,ALANYASPOR,2
SIVASSPOR,1,GENÇLERBİRLİĞİ,0
KASIMPASA A.Ş.,1,FENERBAHCE,4
ANTALYASPOR,1,TRABZONSPOR,2
EVKUR YENİ MALATYASPOR,0,TELESET MOBİLYA AKHİSARSPOR,0
OSMANLISPOR FUTBOL KULÜBÜ,1,BASAKSEHIR,4
GALATASARAY,2,BESIKTAS,0
BURSASPOR,2,KONYASPOR,1
BASAKSEHIR,1,SIVASSPOR,1
KARDEMİR KARABÜKSPOR,0,KONYASPOR,1
TRABZONSPOR,2,KASIMPASA A.Ş.,5
ALANYASPOR,1,OSMANLISPOR FUTBOL KULÜBÜ,1
FENERBAHCE,2,BURSASPOR,1
GENÇLERBİRLİĞİ,0,ANTALYASPOR,1
TELESET MOBİLYA AKHİSARSPOR,1,GALATASARAY,2
GÖZTEPE A.Ş.,0,EVKUR YENİ MALATYASPOR,0
BESIKTAS,2,KAYSERISPOR,0
ANTALYASPOR,0,BASAKSEHIR,2
KASIMPASA A.Ş.,3,GENÇLERBİRLİĞİ,1
KONYASPOR,1,GÖZTEPE A.Ş.,1
GALATASARAY,2,EVKUR YENİ MALATYASPOR,0
BURSASPOR,1,TRABZONSPOR,3
OSMANLISPOR FUTBOL KULÜBÜ,2,BESIKTAS,3
SIVASSPOR,2,ALANYASPOR,2
KARDEMİR KARABÜKSPOR,0,FENERBAHCE,7
KAYSERISPOR,1,TELESET MOBİLYA AKHİSARSPOR,2
ALANYASPOR,3,ANTALYASPOR,2
EVKUR YENİ MALATYASPOR,3,KAYSERISPOR,2
TRABZONSPOR,3,KARDEMİR KARABÜKSPOR,0
GENÇLERBİRLİĞİ,1,BURSASPOR,0
TELESET MOBİLYA AKHİSARSPOR,2,OSMANLISPOR FUTBOL KULÜBÜ,1
GÖZTEPE A.Ş.,0,GALATASARAY,1
BASAKSEHIR,3,KASIMPASA A.Ş.,2
BESIKTAS,5,SIVASSPOR,1
FENERBAHCE,3,KONYASPOR,2
MKE ANKARAGÜCÜ,1,GALATASARAY,3
SIVASSPOR,1,ALANYASPOR,0
RIZESPOR,2,KASIMPASA A.Ş.,3
FENERBAHCE,2,BURSASPOR,1
BASAKSEHIR,2,TRABZONSPOR,0
KONYASPOR,3,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2
BESIKTAS,2,AKHİSARSPOR,1
GÖZTEPE A.Ş.,1,YENİ MALATYASPOR,3
KAYSERISPOR,2,ANTALYASPOR,0
TRABZONSPOR,3,SIVASSPOR,1
BURSASPOR,0,KAYSERISPOR,0
ANTALYASPOR,3,KONYASPOR,3
EVKUR YENİ MALATYASPOR,1,FENERBAHCE,0
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,BESIKTAS,3
AKHİSARSPOR,1,RIZESPOR,1
ALANYASPOR,0,MKE ANKARAGÜCÜ,2
GALATASARAY,1,GÖZTEPE A.Ş.,0
KASIMPASA A.Ş.,2,BASAKSEHIR,1
RIZESPOR,0,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0
MKE ANKARAGÜCÜ,2,TRABZONSPOR,2
GÖZTEPE A.Ş.,1,FENERBAHCE,0
KAYSERISPOR,0,EVKUR YENİ MALATYASPOR,0
SIVASSPOR,0,KASIMPASA A.Ş.,3
BESIKTAS,2,ANTALYASPOR,3
KONYASPOR,1,BURSASPOR,1
BASAKSEHIR,3,AKHİSARSPOR,1
GALATASARAY,6,ALANYASPOR,0
EVKUR YENİ MALATYASPOR,0,KONYASPOR,1
FENERBAHCE,2,KAYSERISPOR,3
AKHİSARSPOR,1,SIVASSPOR,1
TRABZONSPOR,4,GALATASARAY,0
ALANYASPOR,1,GÖZTEPE A.Ş.,0
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0,BASAKSEHIR,1
KASIMPASA A.Ş.,2,MKE ANKARAGÜCÜ,1
ANTALYASPOR,2,RIZESPOR,1
BURSASPOR,1,BESIKTAS,1
GALATASARAY,4,KASIMPASA A.Ş.,1
MKE ANKARAGÜCÜ,1,AKHİSARSPOR,0
GÖZTEPE A.Ş.,2,KAYSERISPOR,0
BESIKTAS,2,EVKUR YENİ MALATYASPOR,1
SIVASSPOR,2,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2
BASAKSEHIR,4,ANTALYASPOR,0
RIZESPOR,1,BURSASPOR,1
KONYASPOR,0,FENERBAHCE,1
ALANYASPOR,1,TRABZONSPOR,0
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0,MKE ANKARAGÜCÜ,1
BURSASPOR,0,BASAKSEHIR,0
EVKUR YENİ MALATYASPOR,1,RIZESPOR,0
KAYSERISPOR,0,KONYASPOR,2
TRABZONSPOR,1,GÖZTEPE A.Ş.,2
KASIMPASA A.Ş.,1,ALANYASPOR,2
ANTALYASPOR,2,SIVASSPOR,1
AKHİSARSPOR,3,GALATASARAY,0
FENERBAHCE,1,BESIKTAS,1
GALATASARAY,1,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0
TRABZONSPOR,4,KASIMPASA A.Ş.,2
ALANYASPOR,2,AKHİSARSPOR,1
BESIKTAS,2,KAYSERISPOR,0
SIVASSPOR,2,BURSASPOR,0
GÖZTEPE A.Ş.,3,KONYASPOR,2
RIZESPOR,3,FENERBAHCE,0
MKE ANKARAGÜCÜ,0,ANTALYASPOR,1
BASAKSEHIR,1,EVKUR YENİ MALATYASPOR,1
KASIMPASA A.Ş.,3,GÖZTEPE A.Ş.,1
KAYSERISPOR,2,RIZESPOR,2
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,ALANYASPOR,0
BURSASPOR,1,MKE ANKARAGÜCÜ,0
ANTALYASPOR,0,GALATASARAY,1
EVKUR YENİ MALATYASPOR,4,SIVASSPOR,4
FENERBAHCE,0,BASAKSEHIR,0
AKHİSARSPOR,1,TRABZONSPOR,3
KONYASPOR,2,BESIKTAS,2
GALATASARAY,1,BURSASPOR,1
KASIMPASA A.Ş.,5,AKHİSARSPOR,0
BASAKSEHIR,1,KAYSERISPOR,0
SIVASSPOR,0,FENERBAHCE,0
RIZESPOR,1,KONYASPOR,1
MKE ANKARAGÜCÜ,1,EVKUR YENİ MALATYASPOR,0
ALANYASPOR,0,ANTALYASPOR,1
GÖZTEPE A.Ş.,2,BESIKTAS,0
TRABZONSPOR,0,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0
BURSASPOR,2,ALANYASPOR,0
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,KASIMPASA A.Ş.,1
KONYASPOR,0,BASAKSEHIR,1
ANTALYASPOR,1,TRABZONSPOR,1
KAYSERISPOR,2,SIVASSPOR,0
EVKUR YENİ MALATYASPOR,2,GALATASARAY,0
FENERBAHCE,1,MKE ANKARAGÜCÜ,3
AKHİSARSPOR,1,GÖZTEPE A.Ş.,0
BESIKTAS,4,RIZESPOR,1
GALATASARAY,2,FENERBAHCE,2
KASIMPASA A.Ş.,1,ANTALYASPOR,2
AKHİSARSPOR,1,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1
BASAKSEHIR,1,BESIKTAS,0
MKE ANKARAGÜCÜ,3,KAYSERISPOR,1
ALANYASPOR,0,EVKUR YENİ MALATYASPOR,1
TRABZONSPOR,1,BURSASPOR,1
GÖZTEPE A.Ş.,2,RIZESPOR,0
SIVASSPOR,0,KONYASPOR,0
EVKUR YENİ MALATYASPOR,5,TRABZONSPOR,0
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2,GÖZTEPE A.Ş.,1
KONYASPOR,2,MKE ANKARAGÜCÜ,0
RIZESPOR,1,BASAKSEHIR,2
KAYSERISPOR,0,GALATASARAY,3
BURSASPOR,1,KASIMPASA A.Ş.,2
FENERBAHCE,2,ALANYASPOR,0
ANTALYASPOR,1,AKHİSARSPOR,2
BESIKTAS,1,SIVASSPOR,2
GALATASARAY,1,KONYASPOR,1
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,ANTALYASPOR,0
ALANYASPOR,5,KAYSERISPOR,0
MKE ANKARAGÜCÜ,1,BESIKTAS,4
SIVASSPOR,1,RIZESPOR,1
AKHİSARSPOR,2,BURSASPOR,4
TRABZONSPOR,2,FENERBAHCE,1
KASIMPASA A.Ş.,3,EVKUR YENİ MALATYASPOR,0
GÖZTEPE A.Ş.,0,BASAKSEHIR,2
RIZESPOR,1,MKE ANKARAGÜCÜ,1
KONYASPOR,2,ALANYASPOR,0
BASAKSEHIR,0,SIVASSPOR,1
ANTALYASPOR,1,GÖZTEPE A.Ş.,0
KAYSERISPOR,0,TRABZONSPOR,2
BURSASPOR,2,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1
BESIKTAS,1,GALATASARAY,0
EVKUR YENİ MALATYASPOR,1,AKHİSARSPOR,1
FENERBAHCE,2,KASIMPASA A.Ş.,2
ALANYASPOR,0,BESIKTAS,0
SIVASSPOR,2,GÖZTEPE A.Ş.,0
TRABZONSPOR,3,KONYASPOR,0
GALATASARAY,2,RIZESPOR,2
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,EVKUR YENİ MALATYASPOR,3
BURSASPOR,0,ANTALYASPOR,2
AKHİSARSPOR,3,FENERBAHCE,0
MKE ANKARAGÜCÜ,0,BASAKSEHIR,1
KASIMPASA A.Ş.,0,KAYSERISPOR,3
GÖZTEPE A.Ş.,0,BURSASPOR,0
RIZESPOR,1,ALANYASPOR,1
SIVASSPOR,4,MKE ANKARAGÜCÜ,0
KONYASPOR,3,KASIMPASA A.Ş.,2
BASAKSEHIR,1,GALATASARAY,1
EVKUR YENİ MALATYASPOR,2,ANTALYASPOR,0
KAYSERISPOR,1,AKHİSARSPOR,0
BESIKTAS,2,TRABZONSPOR,2
FENERBAHCE,2,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2
MKE ANKARAGÜCÜ,0,GÖZTEPE A.Ş.,3
ALANYASPOR,1,BASAKSEHIR,1
KASIMPASA A.Ş.,4,BESIKTAS,1
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,KAYSERISPOR,1
TRABZONSPOR,4,RIZESPOR,1
BURSASPOR,1,EVKUR YENİ MALATYASPOR,1
GALATASARAY,4,SIVASSPOR,2
ANTALYASPOR,0,FENERBAHCE,0
AKHİSARSPOR,0,KONYASPOR,0
AKHİSARSPOR,0,BESIKTAS,3
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,KONYASPOR,2
EVKUR YENİ MALATYASPOR,3,GÖZTEPE A.Ş.,2
ANTALYASPOR,0,KAYSERISPOR,0
GALATASARAY,6,MKE ANKARAGÜCÜ,0
ALANYASPOR,2,SIVASSPOR,0
TRABZONSPOR,2,BASAKSEHIR,4
KASIMPASA A.Ş.,0,RIZESPOR,1
BURSASPOR,1,FENERBAHCE,1
BESIKTAS,1,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1
KAYSERISPOR,1,BURSASPOR,1
GÖZTEPE A.Ş.,0,GALATASARAY,1
RIZESPOR,3,AKHİSARSPOR,1
KONYASPOR,2,ANTALYASPOR,0
SIVASSPOR,1,TRABZONSPOR,1
BASAKSEHIR,2,KASIMPASA A.Ş.,0
MKE ANKARAGÜCÜ,0,ALANYASPOR,2
FENERBAHCE,3,EVKUR YENİ MALATYASPOR,2
FENERBAHCE,2,GÖZTEPE A.Ş.,0
EVKUR YENİ MALATYASPOR,1,KAYSERISPOR,1
KASIMPASA A.Ş.,1,SIVASSPOR,3
TRABZONSPOR,1,MKE ANKARAGÜCÜ,0
ALANYASPOR,1,GALATASARAY,1
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0,RIZESPOR,1
AKHİSARSPOR,0,BASAKSEHIR,3
ANTALYASPOR,2,BESIKTAS,6
BURSASPOR,0,KONYASPOR,0
KAYSERISPOR,1,FENERBAHCE,0
BASAKSEHIR,1,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1
RIZESPOR,1,ANTALYASPOR,1
BESIKTAS,2,BURSASPOR,0
KONYASPOR,1,EVKUR YENİ MALATYASPOR,1
GÖZTEPE A.Ş.,3,ALANYASPOR,2
GALATASARAY,3,TRABZONSPOR,1
MKE ANKARAGÜCÜ,3,KASIMPASA A.Ş.,0
SIVASSPOR,2,AKHİSARSPOR,1
EVKUR YENİ MALATYASPOR,1,BESIKTAS,2
AKHİSARSPOR,0,MKE ANKARAGÜCÜ,0
BURSASPOR,0,RIZESPOR,2
FENERBAHCE,1,KONYASPOR,1
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,4,SIVASSPOR,2
TRABZONSPOR,0,ALANYASPOR,2
KAYSERISPOR,2,GÖZTEPE A.Ş.,1
KASIMPASA A.Ş.,1,GALATASARAY,4
ANTALYASPOR,0,BASAKSEHIR,1
GÖZTEPE A.Ş.,1,TRABZONSPOR,3
RIZESPOR,3,EVKUR YENİ MALATYASPOR,0
SIVASSPOR,1,ANTALYASPOR,2
ALANYASPOR,3,KASIMPASA A.Ş.,0
MKE ANKARAGÜCÜ,2,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1
KONYASPOR,0,KAYSERISPOR,1
GALATASARAY,1,AKHİSARSPOR,0
BASAKSEHIR,3,BURSASPOR,0
BESIKTAS,3,FENERBAHCE,3
ANTALYASPOR,2,MKE ANKARAGÜCÜ,4
BURSASPOR,3,SIVASSPOR,2
KAYSERISPOR,2,BESIKTAS,2
FENERBAHCE,3,RIZESPOR,2
KONYASPOR,1,GÖZTEPE A.Ş.,1
EVKUR YENİ MALATYASPOR,0,BASAKSEHIR,2
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,GALATASARAY,1
KASIMPASA A.Ş.,2,TRABZONSPOR,2
AKHİSARSPOR,3,ALANYASPOR,1
SIVASSPOR,2,EVKUR YENİ MALATYASPOR,0
TRABZONSPOR,2,AKHİSARSPOR,1
BASAKSEHIR,2,FENERBAHCE,1
MKE ANKARAGÜCÜ,0,BURSASPOR,0
ALANYASPOR,2,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1
GÖZTEPE A.Ş.,0,KASIMPASA A.Ş.,0
RIZESPOR,3,KAYSERISPOR,0
BESIKTAS,3,KONYASPOR,2
GALATASARAY,5,ANTALYASPOR,0
FENERBAHCE,2,SIVASSPOR,1
KONYASPOR,0,RIZESPOR,2
AKHİSARSPOR,2,KASIMPASA A.Ş.,3
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0,TRABZONSPOR,1
ANTALYASPOR,3,ALANYASPOR,0
BESIKTAS,1,GÖZTEPE A.Ş.,0
EVKUR YENİ MALATYASPOR,3,MKE ANKARAGÜCÜ,1
KAYSERISPOR,1,BASAKSEHIR,1
BURSASPOR,2,GALATASARAY,3
TRABZONSPOR,4,ANTALYASPOR,1
SIVASSPOR,1,KAYSERISPOR,3
ALANYASPOR,1,BURSASPOR,0
GALATASARAY,3,EVKUR YENİ MALATYASPOR,0
KASIMPASA A.Ş.,2,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1
GÖZTEPE A.Ş.,0,AKHİSARSPOR,1
MKE ANKARAGÜCÜ,1,FENERBAHCE,1
BASAKSEHIR,2,KONYASPOR,0
RIZESPOR,2,BESIKTAS,7
BURSASPOR,0,TRABZONSPOR,1
RIZESPOR,1,GÖZTEPE A.Ş.,0
KONYASPOR,1,SIVASSPOR,1
BESIKTAS,2,BASAKSEHIR,1
KAYSERISPOR,0,MKE ANKARAGÜCÜ,2
ANTALYASPOR,1,KASIMPASA A.Ş.,0
EVKUR YENİ MALATYASPOR,1,ALANYASPOR,1
FENERBAHCE,1,GALATASARAY,1
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2,AKHİSARSPOR,1
KASIMPASA A.Ş.,1,BURSASPOR,1
TRABZONSPOR,2,EVKUR YENİ MALATYASPOR,1
AKHİSARSPOR,1,ANTALYASPOR,2
GALATASARAY,3,KAYSERISPOR,1
GÖZTEPE A.Ş.,0,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1
MKE ANKARAGÜCÜ,0,KONYASPOR,0
BASAKSEHIR,1,RIZESPOR,1
ALANYASPOR,1,FENERBAHCE,0
SIVASSPOR,1,BESIKTAS,2
BASAKSEHIR,0,GÖZTEPE A.Ş.,2
RIZESPOR,0,SIVASSPOR,0
ANTALYASPOR,1,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1
FENERBAHCE,1,TRABZONSPOR,1
KAYSERISPOR,1,ALANYASPOR,1
BURSASPOR,0,AKHİSARSPOR,0
BESIKTAS,4,MKE ANKARAGÜCÜ,1
EVKUR YENİ MALATYASPOR,2,KASIMPASA A.Ş.,1
KONYASPOR,0,GALATASARAY,0
SIVASSPOR,0,BASAKSEHIR,0
MKE ANKARAGÜCÜ,2,RIZESPOR,2
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2,BURSASPOR,0
KASIMPASA A.Ş.,1,FENERBAHCE,3
AKHİSARSPOR,0,EVKUR YENİ MALATYASPOR,2
GÖZTEPE A.Ş.,4,ANTALYASPOR,1
GALATASARAY,2,BESIKTAS,0
ALANYASPOR,2,KONYASPOR,4
TRABZONSPOR,4,KAYSERISPOR,2
ANTALYASPOR,0,BURSASPOR,1
RIZESPOR,2,GALATASARAY,3
FENERBAHCE,2,AKHİSARSPOR,1
GÖZTEPE A.Ş.,3,SIVASSPOR,3
KAYSERISPOR,2,KASIMPASA A.Ş.,1
KONYASPOR,2,TRABZONSPOR,2
BASAKSEHIR,2,MKE ANKARAGÜCÜ,1
EVKUR YENİ MALATYASPOR,3,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1
BESIKTAS,2,ALANYASPOR,1
KASIMPASA A.Ş.,1,KONYASPOR,1
ANTALYASPOR,3,EVKUR YENİ MALATYASPOR,0
TRABZONSPOR,2,BESIKTAS,1
AKHİSARSPOR,2,KAYSERISPOR,2
BURSASPOR,0,GÖZTEPE A.Ş.,0
ALANYASPOR,1,RIZESPOR,1
GALATASARAY,2,BASAKSEHIR,1
MKE ANKARAGÜCÜ,3,SIVASSPOR,1
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0,FENERBAHCE,1
BASAKSEHIR,1,ALANYASPOR,1
BESIKTAS,3,KASIMPASA A.Ş.,2
SIVASSPOR,4,GALATASARAY,3
RIZESPOR,2,TRABZONSPOR,3
KONYASPOR,0,AKHİSARSPOR,0
GÖZTEPE A.Ş.,2,MKE ANKARAGÜCÜ,1
FENERBAHCE,3,ANTALYASPOR,1
KAYSERISPOR,0,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2
EVKUR YENİ MALATYASPOR,1,BURSASPOR,2
YUKATEL DENİZLİSPOR,2,GALATASARAY,0
GENÇLERBİRLİĞİ,0,RIZESPOR,1
SIVASSPOR,3,BESIKTAS,0
KAYSERISPOR,0,ALANYASPOR,1
KONYASPOR,0,MKE ANKARAGÜCÜ,0
YENİ MALATYASPOR,3,BASAKSEHIR,0
KASIMPASA A.Ş.,1,TRABZONSPOR,1
GÖZTEPE A.Ş.,0,ANTALYASPOR,1
FENERBAHCE,5,GAZİŞEHİR GAZİANTEP FUTBOL KULÜBÜ,0
BESIKTAS,3,GÖZTEPE A.Ş.,0
MKE ANKARAGÜCÜ,1,KAYSERISPOR,1
ALANYASPOR,4,KASIMPASA A.Ş.,1
BASAKSEHIR,1,FENERBAHCE,2
RIZESPOR,2,SIVASSPOR,1
TRABZONSPOR,2,YENİ MALATYASPOR,1
ANTALYASPOR,0,YUKATEL DENİZLİSPOR,2
GALATASARAY,1,KONYASPOR,1
GAZİŞEHİR GAZİANTEP FUTBOL KULÜBÜ,4,GENÇLERBİRLİĞİ,1
KASIMPASA A.Ş.,0,MKE ANKARAGÜCÜ,1
KAYSERISPOR,2,GALATASARAY,3
KONYASPOR,2,ANTALYASPOR,2
GÖZTEPE A.Ş.,0,YUKATEL DENİZLİSPOR,0
BESIKTAS,1,RIZESPOR,1
GENÇLERBİRLİĞİ,1,BASAKSEHIR,2
SIVASSPOR,1,GAZİŞEHİR GAZİANTEP FUTBOL KULÜBÜ,1
FENERBAHCE,1,TRABZONSPOR,1
BTC TURK YENİ MALATYASPOR,2,ALANYASPOR,3
GALATASARAY,1,KASIMPASA A.Ş.,0
BASAKSEHIR,1,SIVASSPOR,1
GAZİŞEHİR GAZİANTEP FUTBOL KULÜBÜ,3,BESIKTAS,2
ANTALYASPOR,2,KAYSERISPOR,2
MKE ANKARAGÜCÜ,0,BTC TURK YENİ MALATYASPOR,4
RIZESPOR,0,GÖZTEPE A.Ş.,0
YUKATEL DENİZLİSPOR,0,KONYASPOR,1
TRABZONSPOR,2,GENÇLERBİRLİĞİ,2
ALANYASPOR,3,FENERBAHCE,1
GÖZTEPE A.Ş.,1,KONYASPOR,0
KASIMPASA A.Ş.,3,ANTALYASPOR,0
KAYSERISPOR,1,YUKATEL DENİZLİSPOR,1
FENERBAHCE,2,MKE ANKARAGÜCÜ,1
RIZESPOR,1,GAZİŞEHİR GAZİANTEP FUTBOL KULÜBÜ,2
GENÇLERBİRLİĞİ,1,ALANYASPOR,1
BTC TURK YENİ MALATYASPOR,1,GALATASARAY,1
SIVASSPOR,2,TRABZONSPOR,1
BESIKTAS,1,BASAKSEHIR,1
BASAKSEHIR,5,RIZESPOR,0
YUKATEL DENİZLİSPOR,0,KASIMPASA A.Ş.,1
ALANYASPOR,1,SIVASSPOR,1
GALATASARAY,0,FENERBAHCE,0
KONYASPOR,2,KAYSERISPOR,1
ANTALYASPOR,3,BTC TURK YENİ MALATYASPOR,0
MKE ANKARAGÜCÜ,2,GENÇLERBİRLİĞİ,1
TRABZONSPOR,4,BESIKTAS,1
GAZİŞEHİR GAZİANTEP FUTBOL KULÜBÜ,1,GÖZTEPE A.Ş.,1
BTC TURK YENİ MALATYASPOR,5,YUKATEL DENİZLİSPOR,1
FENERBAHCE,0,ANTALYASPOR,1
KASIMPASA A.Ş.,1,KONYASPOR,4
GÖZTEPE A.Ş.,4,KAYSERISPOR,0
GENÇLERBİRLİĞİ,0,GALATASARAY,0
SIVASSPOR,3,MKE ANKARAGÜCÜ,1
BESIKTAS,2,ALANYASPOR,0
GAZİANTEPFK,1,BASAKSEHIR,2
RIZESPOR,1,TRABZONSPOR,2
GALATASARAY,3,SIVASSPOR,2
ANTALYASPOR,0,GENÇLERBİRLİĞİ,6
TRABZONSPOR,4,GAZİANTEPFK,1
BASAKSEHIR,2,GÖZTEPE A.Ş.,1
MKE ANKARAGÜCÜ,0,BESIKTAS,0
KAYSERISPOR,1,KASIMPASA A.Ş.,1
ALANYASPOR,5,RIZESPOR,2
YUKATEL DENİZLİSPOR,1,FENERBAHCE,2
KONYASPOR,0,BTC TURK YENİ MALATYASPOR,2
RIZESPOR,2,MKE ANKARAGÜCÜ,0
SIVASSPOR,2,ANTALYASPOR,1
GAZİANTEPFK,1,ALANYASPOR,1
FENERBAHCE,5,KONYASPOR,1
BTC TURK YENİ MALATYASPOR,4,KAYSERISPOR,0
GENÇLERBİRLİĞİ,0,YUKATEL DENİZLİSPOR,2
GÖZTEPE A.Ş.,1,KASIMPASA A.Ş.,4
BESIKTAS,1,GALATASARAY,0
BASAKSEHIR,2,TRABZONSPOR,2
GALATASARAY,2,RIZESPOR,0
KONYASPOR,1,GENÇLERBİRLİĞİ,1
ALANYASPOR,0,BASAKSEHIR,0
TRABZONSPOR,0,GÖZTEPE A.Ş.,1
ANTALYASPOR,1,BESIKTAS,2
YUKATEL DENİZLİSPOR,0,SIVASSPOR,2
KASIMPASA A.Ş.,2,BTC TURK YENİ MALATYASPOR,2
KAYSERISPOR,1,FENERBAHCE,0
MKE ANKARAGÜCÜ,1,GAZİANTEPFK,2
FENERBAHCE,3,KASIMPASA A.Ş.,2
GENÇLERBİRLİĞİ,2,KAYSERISPOR,1
SIVASSPOR,2,KONYASPOR,0
RIZESPOR,1,ANTALYASPOR,0
GAZİANTEPFK,0,GALATASARAY,2
GÖZTEPE A.Ş.,1,BTC TURK YENİ MALATYASPOR,1
TRABZONSPOR,1,ALANYASPOR,0
BASAKSEHIR,2,MKE ANKARAGÜCÜ,1
BESIKTAS,1,YUKATEL DENİZLİSPOR,0
GALATASARAY,0,BASAKSEHIR,1
YUKATEL DENİZLİSPOR,2,RIZESPOR,0
MKE ANKARAGÜCÜ,0,TRABZONSPOR,3
KONYASPOR,0,BESIKTAS,1
KAYSERISPOR,1,SIVASSPOR,4
KASIMPASA A.Ş.,1,GENÇLERBİRLİĞİ,2
ALANYASPOR,0,GÖZTEPE A.Ş.,1
BTC TURK YENİ MALATYASPOR,0,FENERBAHCE,0
ANTALYASPOR,1,GAZİANTEPFK,1
GENÇLERBİRLİĞİ,3,BTC TURK YENİ MALATYASPOR,3
SIVASSPOR,2,KASIMPASA A.Ş.,0
RIZESPOR,3,KONYASPOR,1
ALANYASPOR,5,MKE ANKARAGÜCÜ,0
GÖZTEPE A.Ş.,2,FENERBAHCE,2
GAZİANTEPFK,1,YUKATEL DENİZLİSPOR,2
BASAKSEHIR,2,ANTALYASPOR,0
TRABZONSPOR,1,GALATASARAY,1
BESIKTAS,4,KAYSERISPOR,1
FENERBAHCE,5,GENÇLERBİRLİĞİ,2
BTC TURK YENİ MALATYASPOR,1,SIVASSPOR,3
MKE ANKARAGÜCÜ,1,GÖZTEPE A.Ş.,3
GALATASARAY,1,ALANYASPOR,0
KONYASPOR,0,GAZİANTEPFK,0
ANTALYASPOR,1,TRABZONSPOR,3
YUKATEL DENİZLİSPOR,1,BASAKSEHIR,1
KASIMPASA A.Ş.,2,BESIKTAS,3
KAYSERISPOR,1,RIZESPOR,0
ALANYASPOR,0,ANTALYASPOR,0
RIZESPOR,0,KASIMPASA A.Ş.,3
GENÇLERBİRLİĞİ,3,GÖZTEPE A.Ş.,1
GALATASARAY,2,MKE ANKARAGÜCÜ,2
GAZİANTEPFK,3,KAYSERISPOR,0
SIVASSPOR,3,FENERBAHCE,1
BESIKTAS,0,BTC TURK YENİ MALATYASPOR,2
TRABZONSPOR,1,YUKATEL DENİZLİSPOR,2
BASAKSEHIR,1,KONYASPOR,1
ANTALYASPOR,2,MKE ANKARAGÜCÜ,2
